Designator,Pin,PinName,Net,Category,Description
U19,1,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,2,,MCU_GPIO_PC13_CS_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,3,,MCU_EXTI_PC14_INT_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,4,,MCU_GPIO_PC15_RST_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,5,,OSC_IN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,6,,OSC_OUT,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,7,,$3N188,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,8,,MCU_PC0_ADC1_IN10,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,9,,MCU_PC1_ADC2_IN11,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,10,,MCU_GPIO_PC2_KEY_DOWN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,11,,MCU_GPIO_PC3_KEY_LEFT,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,12,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,13,,3V3A,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,14,,MCU_GPIO_PA0_KEY_RIGHT,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,15,,MCU_GPIO_PA1_KEY_UP,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,16,,MCU_GPIO_PA2_LED_DATA,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,17,,MCU_PA3_EXTI3_DI5,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,18,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,19,,MCU_ANALOG_3V3,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,20,,MCU_PA4_EXTI4_DI4,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,21,,MCU_PA5_EXTI5_DI3,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,22,,MCU_PA6_EXTI6_DI2,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,23,,MCU_PA7_EXTI7_DI1,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,24,,MCU_GPIO_PC4_LED_DI,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,25,,MCU_GPIO_PC5_SCREEN_RES,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,26,,MCU_GPIO_PB0_KEY_MID,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,27,,MCU_GPIO_PB1_SCREEN_BLK,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,28,,MCU_GPIO_PB2_SCREEN_DC,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,29,,MCU_PB10_I2C2_SCL,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,30,,MCU_PB11_I2C2_SDA,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,31,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,32,,MCU_ANALOG_3V3,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,33,,MCU_PB12_BUZZER_EN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,34,,MCU_SPI2_MOSI_PB13_SCREEN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,35,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,36,,MCU_SPI2_SCK_PB15_SCREEN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,37,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,38,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,39,,$3N306,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,40,,$3N305,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,41,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,42,,MCU_PA9_USART1_TX_DEBUG,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,43,,MCU_PA10_USART1_RX_DEBUG,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,44,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,45,,MCU_GPIO_PA12_DS1302_RST,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,46,,SWDIO,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,47,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,48,,MCU_ANALOG_3V3,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,49,,SWCLK,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,50,,MCU_PA15_485_TX_RX_SEL,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,51,,MCU_PC10_UART4_TX_485,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,52,,MCU_PC11_UART4_RX_485,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,53,,MCU_GPIO_PC12_DS1302_IO,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,54,,MCU_GPIO_PD2_DS1302_SCLK,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,55,,MCU_SPI1_PB3_SCK_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,56,,MCU_SPI1_PB4_MISO_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,57,,MCU_SPI1_PB5_MOSI_W5500,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,58,,MCU_PB6_I2C1_SCL_SCREEN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,59,,MCU_PB7_I2C1_SDA_SCREEN,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,60,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,61,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,62,,,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,63,,GND,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U19,64,,MCU_ANALOG_3V3,IC/模块,CPU内核:ARM-M3;CPU最大主频:72MHz;应用领域:-;
U20,1,,$7N12,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,2,,$7N12,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,3,,$7N4,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,4,,OP_-5V,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,5,,$7N13,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,6,,$7N26,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,7,,$7N26,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U20,8,,OP_+5V,IC/模块,放大器数:双路;增益带宽积(GBP):3MHz;输入偏置电流(Ib):1pA;压摆率(SR):2.1V/us;带宽(-3db):-;轨到轨:-;
U1,1,,$1N9,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,2,,$1N6,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,3,,+5V,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,4,,GND,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,5,,GND,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,6,,GND,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,7,,GND,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
U1,8,,GND,IC/模块,功能类型:降压型;输出类型:固定;工作电压:4.5V~40V;输出电压:5V;输出电流:2A;
C1,1,,$1N9,电容,容值:47uF;精度:±20%;额定电压:63V;纹波电流:75mA@120Hz;
C1,2,,GND,电容,容值:47uF;精度:±20%;额定电压:63V;纹波电流:75mA@120Hz;
D2,1,,GND,二极管,二极管配置:独立式;正向压降(Vf):550mV@3.0A;直流反向耐压(Vr):40V;整流电流:3A;
D2,2,,$1N6,二极管,二极管配置:独立式;正向压降(Vf):550mV@3.0A;直流反向耐压(Vr):40V;整流电流:3A;
L1,1,,+5V,电感,电感值:68uH;精度:±20%;额定电流:900mA;类型:磁胶屏蔽电感;
L1,2,,$1N6,电感,电感值:68uH;精度:±20%;额定电流:900mA;类型:磁胶屏蔽电感;
C2,1,,+5V,电容,容值:220uF;精度:±20%;额定电压:25V;纹波电流:120mA@120Hz;
C2,2,,GND,电容,容值:220uF;精度:±20%;额定电压:25V;纹波电流:120mA@120Hz;
D1,1,,VIN,二极管,二极管配置:独立式;正向压降(Vf):1.1V@1A;直流反向耐压(Vr):1kV;整流电流:1A;
D1,2,,$1N9,二极管,二极管配置:独立式;正向压降(Vf):1.1V@1A;直流反向耐压(Vr):1kV;整流电流:1A;
U2,1,,GND,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
U2,2,,MCU_ANALOG_3V3,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
U2,3,,$1N31,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
U3,1,,GND,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
U3,2,,485_DI_3V3,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
U3,3,,+5V,IC/模块,输出类型:固定;工作电压:6V;输出电压:3.3V;输出电流:200mA;电源纹波抑制比(PSRR):-;输出极性:正极;
C10,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C10,2,,3V3A,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
R1,1,,GND,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R1,2,,AGND,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
U4,1,,+5V,IC/模块,输出类型:固定;工作电压:5.5V;输出电压:3.3V;输出电流:600mA;电源纹波抑制比(PSRR):75dB@(1kHz);输出极性:正极;
U4,2,,GND,IC/模块,输出类型:固定;工作电压:5.5V;输出电压:3.3V;输出电流:600mA;电源纹波抑制比(PSRR):75dB@(1kHz);输出极性:正极;
U4,3,,+5V,IC/模块,输出类型:固定;工作电压:5.5V;输出电压:3.3V;输出电流:600mA;电源纹波抑制比(PSRR):75dB@(1kHz);输出极性:正极;
U4,4,,,IC/模块,输出类型:固定;工作电压:5.5V;输出电压:3.3V;输出电流:600mA;电源纹波抑制比(PSRR):75dB@(1kHz);输出极性:正极;
U4,5,,ERTHER_3V3,IC/模块,输出类型:固定;工作电压:5.5V;输出电压:3.3V;输出电流:600mA;电源纹波抑制比(PSRR):75dB@(1kHz);输出极性:正极;
C17,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C17,2,,ERTHER_3V3,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C15,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C15,2,,+5V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C12,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C12,2,,+5V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C8,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C8,2,,485_DI_3V3,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
U5,1,,,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,2,,$1N47,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,3,,AGND,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,4,,$1N46,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,5,,$1N51,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,6,,,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,7,,,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
U5,8,,OP_+5V,IC/模块,TP7660是一款DC/DC电荷泵电压转换器专用集成电路。该芯片可将1.2V～8V的输入电压转换为相应的-1.2V～-8V输出，并且只需三个外部电容，无需电感，从而降低了损耗、面积和电磁干扰。该芯片具有低空载电流和强大的驱动能力
C13,1,,$1N47,电容,容值:10uF;精度:±10%;额定电压:16V;等效串联电阻(ESR):3Ω@100kHz;
C13,2,,$1N46,电容,容值:10uF;精度:±10%;额定电压:16V;等效串联电阻(ESR):3Ω@100kHz;
L4,1,,+5V,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
L4,2,,OP_+5V,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
L2,1,,+5V,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
L2,2,,$1N31,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
C5,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C5,2,,$1N31,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C3,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C3,2,,MCU_ANALOG_3V3,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C14,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C14,2,,+5V,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C16,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C16,2,,ERTHER_3V3,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C11,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C11,2,,+5V,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C7,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C7,2,,485_DI_3V3,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C6,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C6,2,,MCU_ANALOG_3V3,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C4,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C4,2,,$1N31,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C18,1,,AGND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C18,2,,OP_+5V,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C20,1,,AGND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C20,2,,OP_-5V,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
L3,1,,MCU_ANALOG_3V3,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
L3,2,,3V3A,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
C9,1,,GND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C9,2,,3V3A,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C19,1,,AGND,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C19,2,,$1N51,电容,容值:10uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
L5,1,,$1N51,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
L5,2,,OP_-5V,电感,阻抗@频率:600Ω@100MHz;误差:±25%;直流电阻(DCR):380mΩ;
R2,1,,VIN,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R2,2,,$2N16,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R6,1,,VIN,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R6,2,,$2N15,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R8,1,,VIN,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R8,2,,$2N14,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R10,1,,VIN,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R10,2,,$2N8,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:250mW;工作电压:200V;温度系数:±100ppm/℃;
R12,1,,GND,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R12,2,,$2N43,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R13,1,,GND,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R13,2,,$2N4,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R14,1,,GND,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
